N,종목명,현재가,전일비,등락률,액면가,부채총계,영업이익,주당순이익
639.0,KOSEF 인도Nifty50(합성),19700.0,75.0,-0.38%,0.0,,,
640.0,삼영전자,9400.0,140.0,-1.47%,500.0,176.0,163.0,909.0
641.0,TIGER 현대차그룹+펀더멘털,24535.0,215.0,-0.87%,0.0,,,
642.0,태림포장,2625.0,5.0,-0.19%,500.0,2847.0,309.0,229.0
643.0,제이에스코퍼레이션,13890.0,10.0,+0.07%,100.0,2783.0,815.0,4019.0
644.0,KODEX 골드선물(H),12350.0,45.0,-0.36%,0.0,,,
645.0,신한서부티엔디리츠,3280.0,15.0,-0.46%,1000.0,3141.0,94.0,169.0
646.0,디와이파워,16580.0,230.0,+1.41%,500.0,872.0,270.0,2074.0
647.0,삼성 인버스 2X 코스닥150 선물 ETN,9150.0,10.0,+0.11%,0.0,,,
648.0,우진,8980.0,130.0,+1.47%,500.0,505.0,119.0,571.0
649.0,KODEX 미국나스닥100레버리지(합성 H),7060.0,70.0,-0.98%,0.0,,,
650.0,ACE 미국30년국채액티브(H),9415.0,65.0,-0.69%,0.0,,,
651.0,진흥기업,1243.0,8.0,-0.64%,500.0,2270.0,507.0,334.0
652.0,에이블씨엔씨,6930.0,200.0,-2.81%,500.0,794.0,100.0,190.0
653.0,HANARO MSCI Korea TR,14220.0,240.0,-1.66%,0.0,,,
654.0,TIGER 헬스케어,25290.0,650.0,-2.51%,0.0,,,
655.0,진양홀딩스,3200.0,10.0,-0.31%,500.0,1945.0,52.0,-272.0
656.0,삼성 레버리지 천연가스 선물 ETN C,17815.0,80.0,-0.45%,0.0,,,
657.0,KOSEF 단기자금,103150.0,5.0,0.00%,0.0,,,
658.0,동아지질,12500.0,140.0,+1.13%,500.0,1506.0,-306.0,-1528.0
659.0,ACE 23-12 회사채(AA-이상)액티브,104110.0,0.0,0.00%,0.0,,,
660.0,한국패러랠,2185.0,10.0,-0.46%,0.0,,,
661.0,해태제과식품,5980.0,40.0,+0.67%,500.0,4374.0,232.0,-27.0
662.0,태경케미컬,15000.0,120.0,-0.79%,500.0,201.0,104.0,829.0
663.0,SNT에너지,22950.0,0.0,0.00%,500.0,1743.0,36.0,2993.0
664.0,NH투자증권우,9120.0,80.0,-0.87%,5000.0,,,1099.0
665.0,금호에이치티,877.0,10.0,-1.13%,500.0,1008.0,93.0,-107.0
666.0,DB금융투자,4030.0,15.0,-0.37%,5000.0,87101.0,238.0,160.0
667.0,CJ제일제당 우,128100.0,2100.0,-1.61%,5000.0,,,24638.0
668.0,삼화페인트,6250.0,50.0,+0.81%,500.0,2875.0,199.0,182.0
669.0,광전자,2900.0,50.0,-1.69%,500.0,202.0,58.0,161.0
670.0,유니온머티리얼,4000.0,220.0,-5.21%,500.0,1203.0,8.0,-46.0
671.0,현대리바트,8180.0,130.0,-1.56%,1000.0,4156.0,-279.0,-2909.0
672.0,한국주철관,7360.0,20.0,-0.27%,500.0,739.0,140.0,516.0
673.0,신한 인버스0.5X S&P500 VIX S/T선물 ETN,27515.0,570.0,-2.03%,0.0,,,
674.0,동원금속,3520.0,165.0,+4.92%,500.0,3982.0,356.0,389.0
675.0,이지스밸류리츠,4450.0,45.0,-1.00%,1000.0,2175.0,323.0,862.0
676.0,TIGER Fn메타버스,8650.0,110.0,-1.26%,0.0,,,
677.0,샘표,56600.0,300.0,-0.53%,1000.0,1387.0,103.0,3134.0
678.0,KBSTAR 2차전지액티브,13310.0,120.0,+0.91%,0.0,,,
679.0,한신기계,5010.0,0.0,0.00%,500.0,228.0,-41.0,-116.0
680.0,KODEX 장기종합채권(AA-이상)액티브KAP,86845.0,435.0,-0.50%,0.0,,,
681.0,TIGER 여행레저,3740.0,60.0,-1.58%,0.0,,,
682.0,경보제약,6750.0,60.0,-0.88%,500.0,968.0,14.0,-12.0
683.0,한컴라이프케어,5830.0,40.0,+0.69%,200.0,801.0,-13.0,339.0
684.0,ARIRANG 고배당주,10800.0,95.0,-0.87%,0.0,,,
685.0,만호제강,38800.0,2750.0,+7.63%,1000.0,257.0,2.0,1821.0
686.0,노루페인트,8050.0,0.0,0.00%,500.0,3155.0,261.0,628.0
687.0,TIGER 글로벌4차산업혁신기술(합성 H),15740.0,175.0,-1.10%,0.0,,,
688.0,동아타이어,11700.0,90.0,+0.78%,500.0,966.0,224.0,1619.0
689.0,디와이,6100.0,100.0,-1.61%,500.0,3567.0,329.0,-89.0
690.0,인스코비,1396.0,3.0,+0.22%,500.0,381.0,-14.0,-85.0
691.0,웰바이오텍,2075.0,30.0,-1.43%,500.0,224.0,26.0,-158.0
692.0,TIGER 차이나과창판STAR50(합성),7180.0,55.0,-0.76%,0.0,,,
693.0,대구백화점,14610.0,90.0,+0.62%,5000.0,2389.0,-163.0,-1804.0
694.0,TIGER 글로벌메타버스액티브,7385.0,15.0,-0.20%,0.0,,,
695.0,유수홀딩스,6060.0,0.0,0.00%,2500.0,793.0,296.0,945.0
696.0,무학,5500.0,30.0,-0.54%,200.0,1252.0,156.0,1064.0
697.0,신세계푸드,40400.0,200.0,-0.49%,5000.0,6119.0,206.0,-1934.0
698.0,ARIRANG 코스피TR,13380.0,155.0,-1.15%,0.0,,,
699.0,신라교역,9700.0,40.0,-0.41%,500.0,1574.0,145.0,785.0
700.0,KBSTAR iSelect메타버스,7200.0,85.0,-1.17%,0.0,,,
701.0,동성제약,5910.0,10.0,+0.17%,1000.0,649.0,-31.0,3.0
702.0,이구산업,4595.0,145.0,-3.06%,500.0,2100.0,137.0,87.0
703.0,KODEX TRF3070,11125.0,65.0,-0.58%,0.0,,,
704.0,ACE 24-12 회사채(AA-이상)액티브,105930.0,55.0,-0.05%,0.0,,,
705.0,휴비스,4395.0,5.0,-0.11%,5000.0,4125.0,-830.0,-2679.0
706.0,컨버즈,4100.0,0.0,0.00%,500.0,182.0,-48.0,-266.0
707.0,ACE 중국본토CSI300,24560.0,0.0,0.00%,0.0,,,
708.0,팜스코,4105.0,35.0,-0.85%,500.0,9453.0,188.0,-850.0
709.0,아남전자,1950.0,46.0,-2.30%,500.0,1728.0,206.0,128.0
710.0,삼양통상,50100.0,0.0,0.00%,5000.0,404.0,164.0,7172.0
711.0,성안,2220.0,80.0,-3.48%,500.0,1017.0,-15.0,-2.0
712.0,동일산업,61600.0,400.0,-0.65%,5000.0,821.0,226.0,7453.0
713.0,KODEX 차이나항셍테크,5655.0,15.0,-0.26%,0.0,,,
714.0,벽산,2170.0,45.0,-2.03%,500.0,2995.0,188.0,186.0
715.0,키움 INDXX 미국테크탑10 ETN,14850.0,70.0,+0.47%,0.0,,,
716.0,인지컨트롤스,9350.0,360.0,-3.71%,500.0,4007.0,171.0,915.0
717.0,한국내화,3595.0,130.0,-3.49%,500.0,1057.0,105.0,2.0
718.0,동부건설,6450.0,170.0,-2.57%,5000.0,9981.0,413.0,255.0
719.0,용평리조트,3050.0,10.0,-0.33%,5000.0,4906.0,16.0,-166.0
720.0,수산중공업,2715.0,5.0,-0.18%,500.0,1232.0,226.0,376.0
721.0,신원,1427.0,3.0,-0.21%,500.0,2846.0,334.0,167.0
722.0,효성ITX,12640.0,50.0,+0.40%,500.0,1111.0,223.0,1098.0
723.0,아시아나IDT,13150.0,50.0,+0.38%,500.0,456.0,102.0,935.0
724.0,태영건설,3750.0,120.0,-3.10%,500.0,35824.0,915.0,1975.0
725.0,삼영,4250.0,20.0,-0.47%,500.0,837.0,10.0,84.0
726.0,삼성물산우B,88700.0,2000.0,-2.21%,100.0,,,11458.0
727.0,사조동아원,1022.0,14.0,-1.35%,500.0,2507.0,153.0,-4.0
728.0,KODEX 국고채30년액티브,96430.0,245.0,-0.25%,0.0,,,
729.0,강남제비스코,22050.0,0.0,0.00%,1000.0,2789.0,44.0,390.0
730.0,KODEX 미국S&P500선물(H),20770.0,130.0,-0.62%,0.0,,,
731.0,씨아이테크,2880.0,350.0,-10.84%,500.0,415.0,6.0,-167.0
732.0,TIGER 미국MSCI리츠(합성 H),12210.0,45.0,-0.37%,0.0,,,
733.0,미래에셋 S&P -2X 천연가스 선물 ETN(H),56705.0,885.0,+1.59%,0.0,,,
734.0,미원화학,64400.0,300.0,+0.47%,1000.0,152.0,190.0,7974.0
735.0,성창기업지주,2025.0,35.0,-1.70%,500.0,2245.0,-115.0,-258.0
736.0,계룡건설,15800.0,380.0,-2.35%,5000.0,17573.0,1328.0,6329.0
737.0,HDC현대EP,4420.0,105.0,-2.32%,500.0,2899.0,204.0,485.0
738.0,KB 블룸버그 인버스2X 천연가스선물 ETN(H),56345.0,285.0,+0.51%,0.0,,,
739.0,신한 블룸버그 -2X 천연가스 선물 ETN(H),56305.0,320.0,+0.57%,0.0,,,
740.0,황금에스티,8280.0,150.0,-1.78%,500.0,1085.0,465.0,2108.0
741.0,대영포장,1298.0,14.0,-1.07%,500.0,803.0,119.0,134.0
742.0,디씨엠,12340.0,60.0,+0.49%,500.0,416.0,245.0,2884.0
743.0,대한화섬,105700.0,3900.0,+3.83%,5000.0,1228.0,64.0,25142.0
744.0,KTcs,3280.0,60.0,-1.80%,500.0,2246.0,243.0,383.0
745.0,삼원강재,3495.0,225.0,+6.88%,500.0,629.0,165.0,333.0
746.0,NH올원리츠,3305.0,30.0,-0.90%,500.0,4986.0,124.0,139.0
747.0,TRUE 레버리지 나스닥 100 ETN,27820.0,150.0,-0.54%,0.0,,,
748.0,극동유화,3975.0,125.0,+3.25%,500.0,1478.0,306.0,513.0
749.0,대양금속,3725.0,95.0,-2.49%,500.0,2264.0,137.0,-212.0
750.0,TIGER 국고채30년스트립액티브,43980.0,390.0,-0.88%,0.0,,,
751.0,유화증권,2410.0,25.0,-1.03%,1000.0,1910.0,-29.0,106.0
752.0,TIGER 투자등급회사채액티브,103655.0,160.0,-0.15%,0.0,,,
753.0,아모레G3우(전환),19230.0,310.0,-1.59%,500.0,,,664.0
754.0,삼화전기,20600.0,1050.0,-4.85%,1000.0,501.0,136.0,1496.0
755.0,노루홀딩스,10250.0,130.0,-1.25%,500.0,5112.0,300.0,1867.0
756.0,샘표식품,29800.0,550.0,-1.81%,500.0,1229.0,111.0,2108.0
757.0,SK이노베이션우,109000.0,200.0,-0.18%,5000.0,,,6874.0
758.0,KBSTAR 코스피,26085.0,315.0,-1.19%,0.0,,,
759.0,신흥,14240.0,60.0,-0.42%,500.0,338.0,105.0,893.0
760.0,동남합성,38600.0,400.0,-1.03%,500.0,421.0,135.0,2580.0
761.0,세아특수강,15700.0,140.0,-0.88%,5000.0,3402.0,288.0,1835.0
762.0,토니모리,5590.0,310.0,-5.25%,200.0,1017.0,-73.0,165.0
763.0,KODEX 삼성그룹밸류,9010.0,130.0,-1.42%,0.0,,,
764.0,두올,4045.0,195.0,-4.60%,2500.0,2640.0,133.0,372.0
765.0,씨티알모빌리티,15440.0,490.0,-3.08%,500.0,1935.0,-7.0,207.0
766.0,가온전선,20750.0,920.0,+4.64%,5000.0,4493.0,285.0,2781.0
767.0,TIGER 미국S&P500TR(H),10800.0,50.0,-0.46%,0.0,,,
768.0,ACE 테슬라밸류체인액티브,13520.0,280.0,-2.03%,0.0,,,
769.0,TRUE 코스피 양매도 5% OTM ETN,8675.0,15.0,-0.17%,0.0,,,
770.0,한솔홀딩스,3090.0,25.0,-0.80%,1000.0,1260.0,191.0,939.0
771.0,신일전자,1818.0,42.0,-2.26%,500.0,710.0,28.0,-1.0
772.0,KODEX 배당가치,12045.0,130.0,-1.07%,0.0,,,
773.0,대창,1413.0,53.0,-3.62%,500.0,5634.0,91.0,-76.0
774.0,KCTC,4275.0,80.0,-1.84%,500.0,3717.0,375.0,863.0
775.0,한국석유,10100.0,20.0,+0.20%,500.0,1833.0,180.0,662.0
776.0,조선선재,101800.0,300.0,-0.29%,500.0,92.0,94.0,9483.0
777.0,KODEX 미국나스닥100선물(H),18420.0,95.0,-0.51%,0.0,,,
778.0,종근당바이오,23250.0,300.0,-1.27%,2500.0,1648.0,-148.0,-3355.0
779.0,미래에셋 코스피 양매도 5% OTM ETN,8375.0,15.0,-0.18%,0.0,,,
780.0,대유플러스,1009.0,0.0,0.00%,500.0,4320.0,222.0,-338.0
781.0,인팩,12340.0,460.0,-3.59%,500.0,2735.0,208.0,1559.0
782.0,대신증권2우B,12310.0,80.0,-0.65%,5000.0,,,1152.0
783.0,삼성 레버리지 천연가스 선물 ETN B,1440.0,5.0,-0.35%,0.0,,,
784.0,한국수출포장,3050.0,110.0,+3.74%,500.0,646.0,257.0,466.0
785.0,TIGER 미국채10년선물,11285.0,40.0,-0.35%,0.0,,,
786.0,HANARO 200TR,41265.0,670.0,-1.60%,0.0,,,
787.0,KTOP K200액티브,10390.0,125.0,-1.19%,0.0,,,
788.0,한국공항,38350.0,250.0,-0.65%,5000.0,818.0,26.0,2196.0
789.0,현대약품,3790.0,70.0,-1.81%,500.0,946.0,80.0,10.0
790.0,신송홀딩스,10210.0,30.0,-0.29%,500.0,1462.0,86.0,0.0
791.0,한국특강,1992.0,13.0,-0.65%,500.0,3486.0,307.0,642.0
792.0,KODEX 국채선물10년,62850.0,270.0,-0.43%,0.0,,,
793.0,한국무브넥스,3945.0,240.0,-5.73%,1000.0,4981.0,370.0,1159.0
794.0,TRUE 레버리지 천연가스 선물 ETN B,24015.0,125.0,-0.52%,0.0,,,
795.0,동양철관,1010.0,2.0,-0.20%,500.0,945.0,77.0,4.0
796.0,ARIRANG KOFR금리,101120.0,10.0,+0.01%,0.0,,,
797.0,CJ씨푸드,3335.0,5.0,-0.15%,500.0,677.0,41.0,144.0
798.0,KBSTAR 코스닥150,13290.0,35.0,-0.26%,0.0,,,
799.0,신한 블룸버그 2X 천연가스 선물 ETN,23875.0,90.0,-0.38%,0.0,,,
800.0,한국화장품제조,26300.0,650.0,+2.53%,500.0,354.0,43.0,1233.0
801.0,조흥,198200.0,300.0,+0.15%,5000.0,2796.0,150.0,6254.0
802.0,TIGER 200선물인버스2X,2805.0,80.0,+2.94%,0.0,,,
803.0,광명전기,2720.0,20.0,+0.74%,500.0,533.0,46.0,91.0
804.0,TRUE 레버리지 S&P500 선물 ETN(H),23565.0,280.0,-1.17%,0.0,,,
805.0,KODEX 미국달러선물,11925.0,15.0,+0.13%,0.0,,,
806.0,미창석유,66800.0,100.0,-0.15%,5000.0,362.0,440.0,17679.0
807.0,경동도시가스,19660.0,390.0,-1.95%,2500.0,6726.0,253.0,4153.0
808.0,대원화성,2790.0,80.0,-2.79%,500.0,685.0,-74.0,-228.0
809.0,KODEX 바이오,7430.0,130.0,-1.72%,0.0,,,
810.0,유니켐,1338.0,18.0,+1.36%,500.0,2957.0,33.0,19.0
811.0,KBSTAR 코스닥150선물레버리지,11995.0,35.0,-0.29%,0.0,,,
812.0,인천도시가스,25700.0,50.0,+0.19%,5000.0,2231.0,81.0,2734.0
813.0,TIGER 코스피,26090.0,250.0,-0.95%,0.0,,,
814.0,한양증권,8800.0,60.0,+0.69%,5000.0,10435.0,372.0,1562.0
815.0,두산퓨얼셀1우,8350.0,230.0,-2.68%,100.0,,,106.0
816.0,미래산업,24300.0,500.0,+2.10%,500.0,410.0,80.0,803.0
817.0,한진중공업홀딩스,3750.0,100.0,+2.74%,5000.0,16292.0,371.0,187.0
818.0,크라운제과,8820.0,80.0,-0.90%,200.0,1379.0,176.0,555.0
819.0,일성건설,2035.0,45.0,-2.16%,500.0,2928.0,27.0,115.0
820.0,세이브존I&C,2675.0,20.0,-0.74%,1000.0,1095.0,92.0,295.0
821.0,삼일제약,7300.0,140.0,-1.88%,500.0,2309.0,40.0,23.0
822.0,TIGER 차이나CSI300레버리지(합성),16785.0,20.0,+0.12%,0.0,,,
823.0,삼익악기,1197.0,0.0,0.00%,500.0,2609.0,116.0,-8.0
824.0,이지스레지던스리츠,3805.0,5.0,-0.13%,1000.0,1140.0,654.0,3031.0
825.0,TIGER 종합채권(AA-이상)액티브,49780.0,115.0,-0.23%,0.0,,,
826.0,DRB동일,5400.0,50.0,-0.92%,500.0,4655.0,121.0,418.0
827.0,KODEX 인도Nifty50,10745.0,130.0,-1.20%,0.0,,,
828.0,웅진,1335.0,8.0,-0.60%,500.0,8683.0,423.0,104.0
829.0,KBSTAR 비메모리반도체액티브,9725.0,195.0,-1.97%,0.0,,,
830.0,현대코퍼레이션홀딩스,11680.0,20.0,-0.17%,5000.0,720.0,143.0,4101.0
831.0,KTis,3050.0,50.0,-1.61%,500.0,1992.0,195.0,391.0
832.0,유니온,6780.0,350.0,-4.91%,500.0,2016.0,29.0,-86.0
833.0,화승코퍼레이션,2110.0,80.0,-3.65%,500.0,9266.0,432.0,250.0
834.0,다이나믹디자인,6170.0,280.0,+4.75%,500.0,490.0,-72.0,-7139.0
835.0,TIGER 코스닥150,13750.0,45.0,-0.33%,0.0,,,
836.0,KBSTAR 25-11 회사채(AA-이상)액티브,52180.0,40.0,-0.08%,0.0,,,
837.0,ACE 국고채10년,86000.0,330.0,-0.38%,0.0,,,
838.0,SG세계물산,516.0,11.0,-2.09%,500.0,584.0,72.0,10.0
839.0,방림,2465.0,35.0,+1.44%,500.0,631.0,21.0,18.0
840.0,에이플러스에셋,4600.0,95.0,-2.02%,500.0,1592.0,14.0,2231.0
841.0,KODEX 헬스케어,11170.0,250.0,-2.19%,0.0,,,
842.0,히어로즈 단기채권ESG액티브,102750.0,0.0,0.00%,0.0,,,
843.0,TIGER 미디어컨텐츠,7055.0,55.0,-0.77%,0.0,,,
844.0,TRUE 블룸버그 인버스 2X 천연가스선물 ETN,51620.0,440.0,+0.86%,0.0,,,
845.0,모나리자,2805.0,45.0,-1.58%,500.0,202.0,29.0,75.0
846.0,엔에이치스팩19호,10000.0,20.0,+0.20%,500.0,160.0,-1.0,139.0
847.0,동방,2135.0,65.0,-2.95%,1000.0,4377.0,276.0,34.0
848.0,지투알,6170.0,70.0,+1.15%,1000.0,3682.0,248.0,857.0
849.0,콤텍시스템,839.0,8.0,-0.94%,500.0,3585.0,159.0,205.0
850.0,QV KIS CD금리투자 ETN,50495.0,0.0,0.00%,0.0,,,
851.0,미래에셋 인버스 2X 코스닥150 선물 ETN,9160.0,5.0,+0.05%,0.0,,,
852.0,한국화장품,6180.0,60.0,+0.98%,500.0,215.0,0.0,75.0
853.0,화성산업,9770.0,140.0,-1.41%,5000.0,3892.0,145.0,2334.0
854.0,기신정기,3395.0,15.0,+0.44%,500.0,140.0,64.0,150.0
855.0,일신석재,1273.0,22.0,-1.70%,500.0,609.0,39.0,35.0
856.0,무림페이퍼,2365.0,5.0,-0.21%,2500.0,17397.0,963.0,560.0
857.0,KODEX 차이나CSI300,11325.0,5.0,-0.04%,0.0,,,
858.0,삼화전자,8080.0,310.0,-3.69%,1000.0,510.0,-43.0,-468.0
859.0,지엠비코리아,5110.0,30.0,-0.58%,500.0,2830.0,111.0,619.0
860.0,HL D&I,2565.0,35.0,-1.35%,5000.0,12402.0,526.0,90.0
861.0,고려산업,3885.0,140.0,-3.48%,1000.0,1691.0,44.0,-14.0
862.0,KODEX 2차전지핵심소재10 Fn,11185.0,235.0,+2.15%,0.0,,,
863.0,미래에셋글로벌리츠,3310.0,5.0,+0.15%,1000.0,1905.0,40.0,262.0
864.0,보락,1605.0,14.0,+0.88%,200.0,125.0,33.0,47.0
865.0,일동홀딩스,8320.0,180.0,-2.12%,1000.0,6935.0,-984.0,-5200.0
866.0,동일고무벨트,6860.0,10.0,-0.15%,500.0,1632.0,81.0,1049.0
867.0,KODEX WTI원유선물(H),13115.0,65.0,+0.50%,0.0,,,
868.0,CJ우,41600.0,700.0,-1.65%,5000.0,,,3656.0
869.0,TIGER 중국소비테마,6160.0,80.0,-1.28%,0.0,,,
870.0,대현,2110.0,35.0,-1.63%,500.0,550.0,302.0,589.0
871.0,신영와코루,10300.0,100.0,-0.96%,500.0,631.0,66.0,2527.0
872.0,플레이그램,731.0,23.0,-3.05%,100.0,1201.0,-69.0,-13.0
873.0,화천기계,4210.0,55.0,+1.32%,500.0,326.0,13.0,113.0
874.0,동방아그로,6800.0,20.0,-0.29%,500.0,657.0,93.0,771.0
875.0,깨끗한나라,2475.0,0.0,0.00%,1000.0,4197.0,38.0,-487.0
876.0,새론오토모티브,4800.0,5.0,-0.10%,500.0,262.0,-31.0,-253.0
877.0,삼성공조,11310.0,580.0,-4.88%,500.0,498.0,87.0,5092.0
878.0,TRUE 인버스 2X 코스닥 150 선물 ETN,9185.0,15.0,+0.16%,0.0,,,
879.0,KBSTAR Fn5G테크,9460.0,100.0,-1.05%,0.0,,,
880.0,SOL 반도체소부장Fn,11385.0,150.0,-1.30%,0.0,,,
881.0,TIGER 일본엔선물,8780.0,30.0,+0.34%,0.0,,,
882.0,마니커,1436.0,26.0,-1.78%,500.0,1256.0,-70.0,-38.0
883.0,화승알앤에이,4800.0,185.0,-3.71%,500.0,3299.0,155.0,1179.0
884.0,TIGER 미국나스닥100커버드콜(합성),10100.0,10.0,+0.10%,0.0,,,
885.0,한신공영,7800.0,260.0,-3.23%,5000.0,16227.0,394.0,3402.0
886.0,삼호개발,3605.0,25.0,+0.70%,500.0,635.0,45.0,163.0
887.0,우진플라임,4500.0,605.0,+15.53%,500.0,1825.0,226.0,1042.0
888.0,세원정공,9000.0,10.0,-0.11%,500.0,776.0,-109.0,197.0
889.0,다스코,4635.0,20.0,+0.43%,500.0,2029.0,115.0,165.0
890.0,크라운해태홀딩스,6040.0,20.0,-0.33%,500.0,6358.0,384.0,7.0
891.0,국보,7350.0,550.0,+8.09%,5000.0,669.0,-140.0,-3325.0
892.0,남광토건,9100.0,300.0,-3.19%,5000.0,2389.0,111.0,2233.0
893.0,팜젠사이언스,5620.0,20.0,-0.35%,500.0,1103.0,75.0,864.0
894.0,유니드비티플러스,8370.0,130.0,-1.53%,1000.0,215.0,14.0,550.0
895.0,신한 레버리지 코스닥 150 선물 ETN,35375.0,20.0,-0.06%,0.0,,,
896.0,코스맥스비티아이,9200.0,80.0,-0.86%,500.0,6104.0,34.0,-1121.0
897.0,텔코웨어,9070.0,40.0,-0.44%,500.0,206.0,29.0,516.0
898.0,금비,87600.0,2800.0,+3.30%,5000.0,1737.0,0.0,-14789.0
899.0,HANARO 200 TOP10,8420.0,120.0,-1.41%,0.0,,,
900.0,유유제약,5070.0,50.0,+1.00%,1000.0,718.0,-6.0,-282.0
901.0,평화산업,1591.0,58.0,-3.52%,500.0,1952.0,57.0,110.0
902.0,SOL 국고채10년,102245.0,470.0,-0.46%,0.0,,,
903.0,한일철강,3260.0,10.0,+0.31%,500.0,1646.0,40.0,-120.0
904.0,TIGER 인도니프티50,10620.0,10.0,+0.09%,0.0,,,
905.0,마스턴프리미어리츠,3230.0,5.0,-0.15%,1000.0,446.0,1.0,26.0
906.0,호전실업,8790.0,90.0,+1.03%,500.0,1806.0,406.0,3086.0
907.0,KODEX 미국반도체MV,13335.0,215.0,-1.59%,0.0,,,
908.0,조광페인트,6650.0,110.0,-1.63%,500.0,2164.0,-16.0,-774.0
909.0,KODEX 미국메타버스나스닥액티브,8120.0,15.0,+0.19%,0.0,,,
910.0,엔케이,1058.0,28.0,+2.72%,500.0,575.0,9.0,166.0
911.0,상상인증권,780.0,6.0,-0.76%,1000.0,3745.0,-8.0,12.0
912.0,ACE 미국고배당S&P,10295.0,50.0,-0.48%,0.0,,,
913.0,KH 필룩스,442.0,0.0,0.00%,500.0,7665.0,-214.0,-887.0
914.0,ACE G2전기차&자율주행액티브,9255.0,110.0,-1.17%,0.0,,,
915.0,이건산업,7650.0,10.0,-0.13%,5000.0,2423.0,193.0,51.0
916.0,상신브레이크,3900.0,80.0,-2.01%,500.0,3460.0,141.0,129.0
917.0,한솔홈데코,1035.0,23.0,-2.17%,1000.0,1661.0,27.0,-133.0
918.0,국제약품,3935.0,60.0,-1.50%,1000.0,625.0,53.0,168.0
919.0,ACE 글로벌반도체TOP4 Plus SOLACTIVE,14720.0,175.0,-1.17%,0.0,,,
920.0,삼화왕관,38550.0,3150.0,+8.90%,5000.0,1031.0,36.0,-7366.0
921.0,하이스틸,4110.0,90.0,-2.14%,500.0,1435.0,169.0,270.0
922.0,대원전선,1151.0,9.0,-0.78%,500.0,1544.0,13.0,18.0
923.0,태평양물산,1703.0,35.0,-2.01%,500.0,5199.0,684.0,614.0
924.0,대우부품,1734.0,124.0,-6.67%,500.0,656.0,-58.0,-172.0
925.0,대호에이엘,1367.0,41.0,+3.09%,500.0,814.0,93.0,46.0
926.0,TIGER 미국다우존스30,21905.0,115.0,-0.52%,0.0,,,
927.0,신한 인버스 2X WTI원유 선물 ETN(H),130.0,0.0,0.00%,0.0,,,
928.0,화천기공,37400.0,1050.0,-2.73%,5000.0,1288.0,82.0,18224.0
929.0,KC그린홀딩스,3660.0,15.0,-0.41%,500.0,5349.0,136.0,-201.0
930.0,TIGER KRX바이오K-뉴딜,5540.0,210.0,-3.65%,0.0,,,
931.0,보해양조,588.0,5.0,-0.84%,500.0,649.0,1.0,-20.0
932.0,휴니드,5790.0,30.0,-0.52%,5000.0,1598.0,127.0,785.0
933.0,진양산업,6250.0,80.0,+1.30%,500.0,315.0,53.0,455.0
934.0,제일연마,8110.0,180.0,-2.17%,500.0,120.0,51.0,209.0
935.0,HANARO Fn K-POP&미디어,10515.0,20.0,+0.19%,0.0,,,
936.0,TIGER 200 중공업,3885.0,25.0,+0.65%,0.0,,,
937.0,명문제약,2380.0,15.0,+0.63%,500.0,1352.0,64.0,220.0
938.0,남성,2230.0,25.0,-1.11%,500.0,1517.0,25.0,-8.0
939.0,오리엔트바이오,680.0,8.0,-1.16%,500.0,97.0,15.0,-105.0
940.0,우신시스템,4395.0,330.0,+8.12%,500.0,1925.0,80.0,545.0
941.0,사조씨푸드,4670.0,5.0,+0.11%,1000.0,1115.0,136.0,302.0
942.0,유성기업,3095.0,85.0,-2.67%,500.0,998.0,67.0,812.0
943.0,KC코트렐,2210.0,40.0,+1.84%,500.0,2667.0,36.0,-918.0
944.0,TIGER 미국필라델피아반도체레버리지(합성),12645.0,125.0,-0.98%,0.0,,,
945.0,DSR,4975.0,35.0,-0.70%,500.0,1624.0,358.0,1319.0
946.0,한세엠케이,2640.0,0.0,0.00%,500.0,1862.0,-211.0,-1456.0
947.0,KODEX 200IT TR,12395.0,205.0,-1.63%,0.0,,,
948.0,써니전자,2275.0,20.0,-0.87%,500.0,33.0,17.0,156.0
949.0,NH프라임리츠,4230.0,45.0,-1.05%,500.0,3.0,73.0,527.0
950.0,인디에프,1114.0,14.0,+1.27%,500.0,818.0,-130.0,-77.0
951.0,SH에너지화학,706.0,1.0,-0.14%,500.0,301.0,8.0,0.0
952.0,KBSTAR 대형고배당10TR,16095.0,150.0,-0.92%,0.0,,,
953.0,사조오양,8240.0,30.0,+0.37%,5000.0,1373.0,102.0,1454.0
954.0,혜인,6100.0,80.0,+1.33%,500.0,1325.0,27.0,-296.0
955.0,KODEX 한국대만IT프리미어,18870.0,150.0,-0.79%,0.0,,,
956.0,부산산업,73100.0,1200.0,+1.67%,5000.0,526.0,53.0,3546.0
957.0,KODEX 은선물(H),4400.0,95.0,-2.11%,0.0,,,
958.0,ARIRANG 신흥국MSCI(합성 H),8950.0,60.0,-0.67%,0.0,,,
959.0,두산2우B,86000.0,400.0,-0.46%,5000.0,,,-33734.0
960.0,TIGER 200선물레버리지,12380.0,355.0,-2.79%,0.0,,,
961.0,인터지스,2580.0,10.0,+0.39%,500.0,1787.0,354.0,1019.0
962.0,영흥,755.0,1.0,-0.13%,500.0,3375.0,42.0,-13.0
963.0,대유에이텍,658.0,7.0,-1.05%,500.0,11367.0,-320.0,-510.0
964.0,한창제지,1281.0,51.0,-3.83%,500.0,1726.0,13.0,-196.0
965.0,한화솔루션우,29650.0,550.0,-1.82%,5000.0,,,1958.0
